name,charming,cheerful,confident,contemporary,cool,corporate,daring,down.to.earth,exciting,familiar_with,family.oriented,favorability_rating,feminine,friendly,glamorous,good.looking,hard.working,honest,imaginative,independent,intelligent,leader,logo_consist,masculine,original,outdoorsy,purch_lik,purchased,real,reliable,rugged,secure,sentimental,sincere,small.town,smooth,spirited,successful,technical,tough,trendy,unique,up.to.date,upper.class,western,wholesome,young
ppg,2,2,3,3,2,2,2,1,1,1,0,3,1,2,0,3,2,2,2,1,3,3,1,1,2,1,3,0,2,3,1,2,0,3,0,2,2,3,2,0,2,3,2,1,0,2,1
ppg,2,0,3,1,1,3,2,2,1,0,1,2,0,1,1,1,3,3,1,3,3,3,3,3,2,3,1,0,2,2,2,2,0,3,2,2,1,4,3,3,2,2,2,2,1,2,0
ppg,1,1,2,2,0,2,0,1,0,1,1,1,2,1,0,2,2,1,0,0,3,1,2,0,0,0,1,0,2,1,0,2,1,1,0,2,0,2,1,0,1,1,1,1,0,1,0
ppg,0,1,3,1,0,1,0,1,1,0,2,3,0,3,0,1,4,3,0,1,1,1,3,1,2,1,3,0,3,2,2,2,2,1,3,1,1,2,0,3,0,0,0,0,1,1,0
ppg,2,3,4,3,3,3,3,3,3,1,1,4,0,1,0,3,4,3,3,3,3,4,1,0,4,0,4,0,3,3,0,3,1,3,0,1,3,3,3,4,3,4,4,0,1,0,0
ppl-corporation,0,0,3,0,0,2,1,0,1,0,0,2,1,1,0,1,2,2,0,2,2,3,1,2,0,1,2,0,4,4,1,3,0,1,0,1,0,3,3,1,0,0,1,1,0,1,0
ppl-corporation,0,0,3,0,0,0,0,1,0,0,1,1,0,1,0,0,2,3,0,2,3,2,2,3,0,0,2,0,4,4,0,4,0,1,1,0,1,1,4,0,0,0,2,0,2,1,0
ppl-corporation,3,3,3,3,3,3,2,3,2,0,3,2,2,3,1,3,3,3,1,2,3,2,3,1,3,1,2,0,2,2,1,3,3,3,0,2,2,3,3,3,3,3,3,2,3,3,0
ppl-corporation,1,3,3,3,2,1,1,3,1,0,3,3,0,3,0,0,3,3,1,3,3,2,4,0,2,3,3,0,3,3,0,3,0,3,0,1,1,2,0,0,3,3,3,0,4,2,1
ppl-corporation,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,2,2,2,1,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,1,0,0,1,2,0,2,0,1,1,1,2,2
ppl-corporation,3,3,3,1,3,3,3,3,3,0,3,3,2,3,3,3,4,4,3,3,3,3,3,2,1,1,3,0,3,4,2,3,3,4,0,3,4,4,3,3,2,3,4,2,1,2,2
ppl-corporation,0,0,3,2,0,2,0,3,0,2,0,2,0,0,0,2,4,4,0,0,1,2,2,2,1,0,1,0,4,4,2,4,0,4,2,0,0,3,3,2,0,0,2,0,2,0,0
ppl-corporation,0,4,4,4,0,4,0,4,2,0,4,4,2,4,0,0,4,3,0,0,1,4,4,3,0,3,4,0,4,4,0,3,4,4,4,0,0,4,2,3,0,3,0,0,4,4,0
ppl-corporation,2,2,3,1,1,4,1,2,0,1,2,3,0,2,0,1,3,3,1,3,4,3,3,0,2,0,2,0,3,3,0,3,1,2,3,1,1,3,3,0,1,2,3,3,0,3,0
ppl-corporation,3,3,3,3,2,3,3,3,2,0,3,1,2,3,1,2,3,3,3,4,3,2,1,2,3,1,1,0,4,4,1,3,2,3,2,2,2,3,3,1,3,3,3,1,4,3,1
ppl-corporation,1,3,3,0,2,2,1,2,1,0,1,3,1,3,0,2,2,2,2,2,2,1,2,2,2,1,3,0,3,2,0,3,1,3,1,2,1,3,2,1,3,2,3,0,1,1,2
ppl-corporation,2,1,2,1,2,1,1,2,1,0,1,0,1,3,3,2,2,3,3,2,0,1,1,0,3,1,2,0,1,1,2,1,1,1,2,0,2,2,1,2,3,1,3,0,3,1,3
ppl-corporation,2,4,3,2,2,4,2,3,0,0,4,3,2,4,0,0,4,2,2,3,2,4,3,3,3,3,3,0,3,3,4,3,1,4,3,1,2,3,2,3,0,1,2,0,3,3,2
ppl-corporation,2,2,4,1,2,4,1,1,3,0,4,3,0,3,2,0,3,4,3,2,3,4,2,2,2,0,2,0,3,3,1,3,1,3,0,1,3,3,3,1,2,1,3,2,2,2,1
ppl-corporation,2,2,3,2,2,3,1,3,1,2,2,3,1,3,1,3,3,3,2,3,3,2,3,3,2,3,3,1,3,3,2,3,2,3,2,2,2,2,3,3,1,2,2,1,1,3,1
prada,1,0,2,2,3,4,2,2,2,1,0,1,3,1,4,2,4,3,1,1,1,2,1,0,3,0,1,0,2,2,0,1,0,1,0,2,2,4,0,0,4,3,2,4,0,1,1
prada,2,1,4,3,2,1,1,0,4,1,0,2,0,2,4,4,3,2,4,3,2,3,3,1,4,0,3,0,1,2,0,0,0,2,0,0,4,4,0,2,4,4,3,4,0,0,2
prada,1,2,1,2,1,3,1,2,2,1,3,2,4,3,2,1,2,2,2,2,3,2,2,1,2,2,2,0,3,1,4,2,2,2,2,3,1,2,2,1,4,1,1,2,1,2,2
prada,4,1,4,2,4,3,0,0,4,1,0,2,4,0,4,4,0,3,2,4,4,4,0,0,0,3,0,0,4,2,0,3,0,0,0,4,4,4,0,0,4,2,4,4,3,1,3
prada,2,2,2,2,3,3,3,1,2,2,1,2,3,1,3,2,3,1,2,2,1,2,3,2,3,1,2,0,1,2,1,2,2,2,0,3,2,3,1,1,2,2,3,3,2,1,1
prada,4,4,4,2,4,3,4,0,4,2,0,4,1,3,4,4,3,4,4,3,4,4,4,0,4,0,3,1,4,4,0,4,1,4,0,4,4,4,0,0,4,4,4,4,0,0,0
prada,0,0,3,2,2,0,1,0,3,1,0,1,2,0,4,3,0,0,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,2,2,1,2,0,0,1
prada,0,0,4,4,4,0,4,1,4,1,0,3,4,2,3,3,1,2,3,4,3,3,1,3,4,1,3,0,4,0,1,3,0,3,0,4,4,4,0,1,4,4,4,4,0,0,3
prada,4,0,4,0,4,4,0,0,4,2,0,4,4,0,4,4,4,4,4,4,4,4,4,0,4,0,4,1,4,4,0,4,0,4,0,0,4,4,0,0,0,4,4,4,0,0,0
prada,3,0,0,0,1,2,0,0,2,2,0,4,2,0,4,3,0,0,3,1,0,3,3,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,3,1,2,2,0,1,2
prada,2,1,3,3,3,2,2,1,3,1,1,2,3,1,4,3,1,2,2,3,3,3,2,1,3,1,3,0,3,3,1,3,1,2,0,3,2,3,1,1,3,2,3,4,1,1,1
prada,1,1,2,2,3,2,2,0,2,1,0,1,4,0,3,2,0,1,1,1,1,1,3,0,3,0,1,0,1,1,0,1,0,1,0,2,1,2,0,0,3,2,2,3,1,0,1
prada,2,1,3,2,4,4,3,2,3,2,1,3,4,2,4,4,3,2,3,4,3,3,2,1,3,1,1,0,3,4,0,2,2,4,0,3,3,4,2,3,4,4,4,4,1,3,2
prada,0,0,4,4,4,4,4,0,4,1,1,3,2,0,4,2,3,0,4,4,0,4,3,2,4,0,3,0,2,0,0,0,0,0,0,0,3,4,0,0,4,4,4,4,0,0,3
prada,0,0,2,0,0,0,2,0,0,2,0,2,0,0,4,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
pratt-and-whitney,2,3,4,2,3,3,4,3,3,0,4,1,0,3,3,3,4,3,3,4,4,4,2,4,4,3,1,0,4,4,3,4,3,4,1,3,4,4,4,4,3,3,4,4,4,4,0
pratt-and-whitney,3,4,3,4,4,3,4,3,3,1,4,4,2,4,2,4,4,3,3,4,3,3,3,3,4,4,3,0,4,3,3,4,3,4,0,2,3,4,3,4,4,3,4,3,4,3,3
pratt-and-whitney,0,0,2,2,1,2,0,2,2,0,0,2,0,0,0,0,2,2,2,0,0,0,2,0,1,2,0,0,3,2,1,2,0,1,0,0,2,1,2,1,0,1,2,0,2,0,0
pratt-and-whitney,1,2,4,1,3,3,4,2,4,0,1,3,0,2,2,1,3,3,3,4,4,4,2,4,2,3,3,0,4,4,3,4,0,2,3,4,4,4,4,3,0,1,3,2,1,2,0
pratt-and-whitney,2,2,3,4,3,3,3,3,3,0,2,3,0,3,3,3,3,3,3,3,4,3,3,1,3,1,3,0,3,4,3,3,0,3,0,2,3,4,4,3,1,3,3,3,1,2,0
pratt-and-whitney,1,1,3,2,1,3,2,1,2,1,1,1,1,1,1,0,3,2,2,2,2,2,1,2,2,2,1,0,2,3,2,3,1,1,0,1,1,3,3,2,1,2,2,1,1,1,0
pratt-and-whitney,1,1,3,3,3,3,3,1,3,0,0,1,0,1,1,1,3,3,2,4,3,3,2,3,1,3,0,0,1,3,0,3,1,2,0,3,2,3,1,2,1,1,1,3,4,2,1
pratt-and-whitney,0,0,2,2,2,2,2,0,0,1,0,3,0,0,0,2,4,2,2,2,4,4,4,4,4,2,2,0,4,4,4,4,0,4,0,2,3,4,4,4,0,1,4,0,0,2,0
pratt-and-whitney,0,1,3,1,1,1,2,1,1,1,2,3,1,1,1,1,3,3,0,3,4,3,4,3,2,1,3,0,3,4,3,3,0,3,3,1,0,4,4,3,0,2,1,2,4,1,0
pratt-and-whitney,1,2,1,1,0,1,2,0,2,0,0,2,2,0,1,0,2,2,2,1,2,1,2,2,1,2,1,0,1,1,1,1,2,1,0,1,1,2,2,2,0,2,0,1,1,2,1
pratt-and-whitney,3,1,3,3,1,2,3,0,0,0,1,2,0,2,0,3,2,3,1,3,3,3,2,3,2,3,2,0,3,3,3,3,0,3,0,3,0,3,3,3,1,2,2,0,0,2,0
pratt-and-whitney,3,1,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,3,2,3,3,3,3,4,3,3,3,0,3,3,0,3,1,2,0,2,3,3,3,3,1,3,2,3,3,2,2
pratt-and-whitney,1,0,4,2,1,3,3,1,3,0,0,1,0,1,3,3,3,2,1,3,3,3,1,3,0,1,0,0,1,3,3,1,1,1,0,1,2,3,4,3,1,0,3,0,2,1,3
pratt-and-whitney,2,3,4,3,3,3,3,3,3,1,2,3,3,3,1,3,4,3,3,3,3,3,3,3,2,1,2,0,3,3,3,3,3,3,1,3,3,3,4,3,3,3,3,3,2,3,0
pratt-and-whitney,1,3,4,1,2,4,3,1,4,0,3,3,0,3,1,1,4,4,3,4,4,4,4,4,2,2,2,0,2,4,1,4,1,4,0,1,3,4,4,4,1,3,4,3,0,1,2
praxair,0,0,3,0,2,3,2,0,0,1,0,3,0,1,0,0,2,2,3,2,3,3,4,1,2,1,3,0,2,2,1,3,0,1,0,0,2,3,3,2,1,3,3,1,0,1,1
praxair,0,0,4,3,0,3,0,3,1,0,1,3,0,1,0,0,4,4,3,4,3,2,2,0,1,2,1,0,3,3,1,2,0,4,0,0,3,4,2,0,2,1,3,0,2,2,0
praxair,0,2,3,3,0,4,3,3,2,0,0,1,0,2,0,0,3,3,3,3,3,2,1,0,0,0,1,0,3,3,0,3,0,3,0,3,3,3,3,3,0,0,3,2,3,0,2
praxair,2,2,2,2,2,2,2,2,2,0,2,3,2,2,0,2,2,2,2,1,2,2,2,1,2,2,2,0,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,2,3,2
praxair,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,3,0,0,2,2,0,2,4,0,4,0,0,2,0,2,0,0,0,0,1,0,1,4,3,0,0,0,0,4,0,0
praxair,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,3,2,0,2,0,1,2,0,1,1,1,0,2,1,1,2,0,2,0,1,0,2,0,1,0,1,1,0,0,3,0
praxair,0,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,3,0,0,4,0,2,0,0,0,2,0,4,4,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
praxair,0,0,2,0,0,4,1,3,0,0,1,2,0,1,0,0,4,2,2,4,4,2,2,3,2,3,3,0,4,3,2,2,0,3,0,0,0,4,4,3,0,2,4,0,0,0,0
praxair,3,4,2,1,2,0,1,3,0,0,4,2,4,4,0,0,2,3,1,3,1,0,3,0,3,4,1,0,3,2,0,1,3,4,0,0,3,2,0,0,1,2,2,0,1,3,2
praxair,1,4,4,4,4,1,3,4,4,0,3,3,0,4,0,0,4,4,4,4,4,4,3,0,4,1,2,0,4,4,0,4,1,4,0,4,4,4,4,1,2,4,4,0,1,2,2
praxair,2,2,3,2,1,2,2,2,2,1,2,3,1,2,1,2,3,3,2,2,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,3,2,2,2,3,1,3,3,2,1,1,1
praxair,0,0,2,0,0,4,2,0,0,0,2,2,0,0,0,0,2,0,3,1,0,2,1,0,0,1,1,0,0,2,0,0,0,3,0,0,4,4,1,0,0,0,0,0,0,0,0
praxair,2,4,4,2,3,4,3,4,4,0,4,3,0,3,3,4,4,3,3,4,4,4,3,4,4,4,3,0,4,4,4,2,3,3,0,3,2,4,4,4,2,1,4,4,3,3,1
praxair,3,3,4,1,2,1,3,3,2,0,3,4,0,4,0,2,4,2,4,4,4,4,3,1,4,2,3,0,3,4,2,3,2,3,0,2,2,4,3,2,4,4,4,0,0,4,1
praxair,2,1,3,1,1,3,1,1,0,0,1,3,3,2,1,0,4,3,1,3,3,3,4,3,1,1,1,0,3,3,1,3,1,3,0,0,2,3,2,3,1,2,3,2,2,2,0
precision-castparts-corp,1,2,2,2,1,2,2,2,1,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,0,2,1,2
precision-castparts-corp,0,4,4,0,0,0,4,0,0,1,4,2,0,4,0,0,4,4,4,0,4,4,2,0,0,0,2,0,4,4,0,4,0,4,0,0,4,4,4,0,0,0,4,0,0,0,0
precision-castparts-corp,1,0,3,2,0,1,0,3,0,1,0,3,0,0,0,1,4,3,0,3,3,1,3,4,1,2,3,0,3,4,1,4,0,3,1,2,0,3,4,3,0,1,3,1,2,2,0
precision-castparts-corp,2,3,4,4,3,3,3,3,3,1,2,3,0,3,0,3,4,4,3,4,4,4,4,4,4,0,2,0,3,4,3,4,0,4,0,2,3,4,4,4,3,4,3,0,1,3,1
precision-castparts-corp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,2,3,0,1,2,0,0,2,2,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
precision-castparts-corp,1,1,2,0,2,1,2,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
precision-castparts-corp,3,2,3,3,3,2,0,3,3,0,2,2,2,2,2,3,3,3,3,3,4,3,2,3,2,3,2,0,2,3,3,3,2,3,0,2,2,3,2,2,2,3,2,2,3,3,3
precision-castparts-corp,0,0,4,1,3,4,0,4,0,0,0,2,1,0,0,2,2,2,1,3,4,2,3,1,1,1,3,0,4,2,0,4,2,1,0,2,3,3,3,1,1,1,3,2,3,1,0
precision-castparts-corp,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,3,1,0,0,0,1,1,2,1,0,1,0,1,1,2,2,2,0,1,1,0,0,0,0
precision-castparts-corp,1,0,2,1,1,2,2,1,1,0,1,1,0,2,1,1,1,0,0,1,2,2,1,0,2,0,1,0,0,2,0,2,1,2,0,1,1,2,2,1,1,0,1,0,0,2,1
precision-castparts-corp,3,3,3,3,3,3,3,3,2,0,3,4,0,3,2,3,3,2,2,2,3,3,3,3,3,1,4,0,3,3,0,2,3,3,0,3,3,3,3,1,3,3,3,2,3,3,3
precision-castparts-corp,0,0,0,4,0,2,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,2,3,1,1,0,1,0,0,2,1,3,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0
precision-castparts-corp,2,2,2,2,2,1,2,2,2,0,3,4,0,2,2,2,4,2,2,2,2,3,4,4,2,4,4,0,2,3,4,2,2,3,3,2,3,2,3,4,2,2,2,0,2,2,2
precision-castparts-corp,0,0,4,0,0,2,1,0,1,0,0,1,0,0,1,0,2,0,0,0,3,2,1,3,1,0,1,0,1,3,2,0,0,1,0,1,0,3,1,2,1,1,2,1,0,0,0
precision-castparts-corp,0,0,3,0,0,4,0,2,0,0,0,3,0,2,0,0,3,3,0,3,2,4,2,3,0,1,3,0,4,4,3,3,0,3,0,0,0,3,3,3,0,0,1,0,2,2,0
priceline,0,0,2,0,3,0,0,0,2,1,0,2,0,2,0,2,0,1,0,1,3,1,3,0,3,0,1,0,3,3,0,2,0,2,0,0,2,1,3,0,3,3,4,0,0,0,0
priceline,2,3,3,1,2,3,1,3,1,2,4,2,4,2,2,4,2,2,3,1,3,0,3,1,1,3,3,1,2,1,2,1,2,1,3,3,1,2,1,2,4,3,3,2,1,3,1
priceline,2,2,4,4,4,4,4,1,4,2,4,4,0,4,1,4,2,4,4,4,4,4,4,0,4,0,4,0,4,4,0,4,2,4,0,4,4,4,2,1,4,4,4,0,1,2,4
priceline,2,3,4,2,2,2,2,2,3,2,2,3,0,3,1,2,2,2,2,2,3,4,3,0,2,0,4,1,3,3,0,3,1,2,0,2,2,3,0,0,3,1,3,0,1,1,3
priceline,0,0,4,4,4,4,0,0,0,2,0,4,0,0,0,4,4,4,4,4,4,4,4,0,4,0,4,1,4,4,0,4,0,4,0,0,4,4,4,0,0,4,4,0,0,0,0
priceline,1,1,3,1,1,4,0,0,0,1,1,3,0,3,0,1,3,4,2,4,4,4,3,4,3,0,3,0,3,4,0,4,0,2,0,3,0,4,4,0,3,2,4,4,0,3,0
priceline,1,2,3,3,1,3,2,2,1,2,2,1,0,2,0,2,2,3,2,3,2,4,1,2,2,0,2,1,2,3,0,3,1,2,0,2,3,4,2,0,3,2,3,0,1,1,2
priceline,2,2,4,3,2,3,2,0,1,2,3,2,0,3,0,2,4,2,0,0,4,4,1,0,3,1,1,0,3,3,0,0,0,4,0,3,0,4,4,1,1,1,3,1,1,2,0
priceline,1,2,2,3,1,2,0,2,1,1,1,2,0,1,0,2,1,2,0,3,2,1,0,0,1,0,2,1,1,2,0,2,0,3,1,1,1,2,2,0,1,1,3,0,0,1,1
priceline,3,3,4,2,0,1,1,2,3,1,2,2,0,1,1,3,3,2,1,2,2,4,3,3,2,1,2,0,1,2,1,3,3,3,0,2,3,4,0,1,1,1,4,0,4,1,1
priceline,0,0,0,0,0,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,2
priceline,1,2,2,2,2,2,3,2,2,1,2,2,0,2,1,2,2,2,3,3,2,3,2,2,2,1,2,0,1,2,1,2,1,1,0,3,3,2,2,2,2,2,2,2,2,2,2
priceline,2,3,3,3,2,4,2,3,3,2,3,4,2,3,1,2,3,4,2,2,3,3,4,2,4,3,4,1,3,0,2,4,1,3,0,4,3,4,2,2,1,3,4,3,2,3,2
priceline,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4
priceline,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,0,2,3,3,3,1,3,3,1,2,2,3,0,2,2,2,2,2,3,3,3,3,3,2,1
principal-financial-group,0,0,4,4,4,4,4,0,0,0,0,4,0,0,0,4,4,4,0,4,4,0,4,0,4,0,4,0,4,4,0,4,0,4,0,0,0,4,4,4,0,4,4,0,0,0,0
principal-financial-group,0,0,3,0,0,4,0,4,0,2,2,4,0,3,0,0,2,4,0,1,2,4,4,0,4,0,3,0,4,4,0,4,2,4,1,3,0,3,0,0,1,2,2,2,0,1,0
principal-financial-group,1,2,2,3,2,4,0,1,1,0,0,2,0,1,2,2,1,3,0,0,3,2,2,0,1,0,3,0,2,2,0,4,1,1,0,3,1,2,0,0,1,2,2,3,0,1,1
principal-financial-group,3,2,3,2,1,2,3,2,1,0,3,2,0,3,0,3,2,2,3,3,3,3,2,3,2,0,2,0,3,3,0,2,2,3,0,3,3,3,0,0,3,1,3,1,0,0,0
principal-financial-group,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,3,0,2,0,3,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
principal-financial-group,2,1,3,1,0,1,0,3,1,0,1,2,0,2,0,0,3,2,1,2,2,2,3,0,0,0,3,0,2,3,0,3,1,3,0,0,3,3,0,1,0,0,1,0,1,4,0
principal-financial-group,0,1,3,2,0,3,0,0,0,1,0,2,0,2,0,2,3,3,1,2,3,3,3,3,1,0,2,0,0,3,0,3,0,2,0,0,0,3,1,0,0,1,2,4,0,1,0
principal-financial-group,0,1,2,1,0,2,0,0,0,1,0,2,0,1,0,1,1,2,0,1,1,1,2,0,0,0,1,0,1,1,0,2,0,1,0,2,0,1,1,0,0,0,1,1,0,0,0
principal-financial-group,1,1,3,0,0,4,0,3,0,0,0,2,0,3,1,0,2,3,0,3,3,0,4,0,1,0,3,0,4,3,0,4,0,4,1,0,0,3,3,0,1,0,0,0,3,4,0
principal-financial-group,0,0,3,3,0,3,1,1,0,0,0,2,0,1,0,0,3,2,0,3,3,3,3,0,0,0,2,0,2,2,0,2,0,3,0,2,0,2,0,0,0,0,3,3,0,0,0
principal-financial-group,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
principal-financial-group,1,0,4,3,0,4,3,0,0,0,0,4,0,0,0,3,2,4,0,3,4,3,3,0,1,0,4,0,2,4,0,3,0,4,0,3,0,4,0,0,2,1,3,3,0,0,0
principal-financial-group,3,3,3,2,1,3,3,1,2,0,2,3,0,3,1,2,3,3,0,3,3,2,2,1,2,0,3,0,2,3,0,3,0,3,0,2,2,3,1,0,2,2,3,1,0,2,1
principal-financial-group,0,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,4,0,0,4,0,2,0,0,0,2,0,4,4,0,4,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0
principal-financial-group,1,1,3,1,1,3,2,1,2,0,1,2,0,3,1,1,3,2,2,2,3,4,2,0,1,0,1,0,3,2,0,3,0,2,0,0,1,3,3,3,3,2,3,3,2,1,1
prudential,2,0,1,1,0,4,0,0,0,1,2,2,0,0,0,2,2,2,0,3,2,1,3,0,1,4,2,0,2,1,1,2,2,2,0,0,2,2,0,2,0,0,1,2,0,0,0
prudential,2,2,2,1,1,3,2,2,2,1,2,3,0,2,0,0,2,2,2,2,2,2,2,0,1,1,2,0,2,4,0,2,1,2,0,2,2,3,1,0,1,1,2,2,2,2,1
prudential,1,2,3,2,3,3,3,2,2,0,1,2,1,1,1,2,3,2,2,3,2,2,2,3,2,3,1,0,2,2,3,3,1,3,1,1,3,2,1,3,3,2,2,3,3,2,2
prudential,3,2,4,3,3,4,0,4,3,2,3,4,0,3,2,2,4,4,2,2,3,3,3,4,3,3,2,0,4,4,4,4,3,4,0,0,3,4,1,4,0,2,3,2,2,4,0
prudential,0,0,4,0,0,4,0,0,0,1,2,2,0,1,0,0,4,4,0,4,4,2,2,0,0,0,2,0,4,4,0,4,0,2,0,0,0,4,2,0,0,0,1,0,0,1,0
prudential,0,3,3,0,0,4,0,3,0,1,4,3,0,3,0,3,3,4,0,3,0,3,3,2,0,2,4,0,4,3,0,4,0,4,0,0,0,4,0,0,0,0,2,0,4,3,0
prudential,3,2,2,2,3,1,3,3,2,0,2,2,3,3,1,3,3,2,4,3,3,3,2,3,2,0,2,0,3,3,2,2,2,3,0,3,3,3,3,2,3,2,2,1,2,2,0
prudential,0,1,3,1,0,3,0,1,1,1,1,2,0,1,0,0,4,3,1,2,4,3,3,0,1,0,3,0,3,3,0,3,1,3,0,0,2,4,4,1,0,1,4,1,0,0,0
prudential,0,0,3,0,0,3,0,2,0,2,2,3,0,2,0,1,3,3,0,2,3,3,3,3,0,0,3,0,3,3,2,3,0,3,0,0,0,3,3,3,0,1,2,3,1,3,0
prudential,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4
prudential,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prudential,2,0,4,2,0,4,4,0,2,2,2,1,0,1,3,0,3,3,0,4,4,4,3,4,0,0,3,1,4,4,0,4,0,0,0,2,0,4,4,0,0,0,2,4,0,4,0
prudential,2,4,4,4,3,3,2,3,2,1,1,3,1,4,2,3,4,3,3,1,4,4,2,1,2,1,2,0,4,4,2,4,1,4,0,3,3,4,4,1,2,2,4,3,1,2,2
prudential,0,0,3,0,1,4,1,1,2,1,1,3,0,1,1,2,4,1,0,0,3,2,3,1,1,0,2,0,1,4,0,3,0,3,0,0,0,4,1,0,0,2,3,4,0,1,0
prudential,1,1,4,2,1,4,1,1,1,1,3,2,1,3,1,1,3,3,2,2,4,4,2,4,0,1,3,0,1,3,2,3,1,2,2,0,1,4,3,2,0,1,4,3,3,2,0
pseg,2,3,4,2,0,1,0,4,1,0,4,2,0,3,0,0,4,4,1,2,4,4,2,0,1,0,2,0,4,4,0,4,2,4,0,4,3,4,2,2,0,1,4,0,4,4,0
pseg,0,0,3,2,0,0,0,4,0,0,0,2,0,0,0,0,4,4,0,4,0,2,1,0,4,0,0,0,4,4,0,4,0,4,0,0,0,3,2,2,0,4,0,0,0,2,0
pseg,2,1,1,1,2,1,1,3,3,0,0,1,1,1,0,1,0,2,2,1,0,3,1,1,0,0,1,0,3,2,1,0,1,0,1,1,1,0,3,3,1,1,1,1,2,0,1
pseg,0,0,3,1,0,2,0,2,0,0,2,3,0,1,0,0,3,3,0,1,1,2,4,0,0,1,3,0,1,2,0,3,0,2,0,1,1,3,2,3,0,0,1,0,0,1,0
pseg,1,1,3,2,2,4,1,2,1,0,2,2,1,2,2,3,3,2,3,3,4,2,3,3,3,1,2,0,4,3,2,2,1,2,0,2,3,4,4,1,2,2,3,2,2,3,1
pseg,0,0,3,1,0,3,0,2,0,0,0,2,0,0,0,0,3,3,0,2,2,1,2,1,0,1,0,0,3,3,1,3,0,1,0,2,0,3,3,1,0,0,2,0,0,1,0
pseg,0,0,4,0,0,4,0,2,0,0,0,2,0,0,0,0,4,4,0,4,4,3,2,0,0,2,2,0,0,4,0,4,0,2,0,0,0,4,2,1,0,0,0,0,0,0,0
pseg,0,1,4,1,0,4,1,1,0,0,2,2,0,2,0,1,3,3,1,3,4,3,4,1,1,0,2,0,3,4,0,4,0,3,0,0,0,4,4,0,0,1,4,0,0,0,0
pseg,3,3,3,2,2,2,0,2,1,0,3,2,3,3,1,3,3,3,3,2,3,3,2,3,3,1,2,0,3,4,2,2,3,3,0,3,3,3,3,2,3,2,2,1,2,2,0
pseg,2,2,2,2,0,3,1,3,1,0,3,3,0,3,0,0,3,3,2,3,3,3,1,0,0,2,2,0,3,3,0,3,2,3,2,0,2,2,3,2,3,0,3,0,0,3,0
pseg,3,3,3,3,3,3,2,3,3,0,3,2,1,3,2,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2
pseg,1,1,4,2,3,3,2,1,4,0,2,3,1,2,1,3,3,3,2,2,3,3,3,2,2,1,2,0,3,3,1,3,0,3,0,4,3,4,1,2,1,2,2,2,3,1,0
